clavecct,nombrecct,domicilio,numext,entrecalle,ycalle,callepost,codpost,colonia,ncolonia,localidad,municipio,entidad,ambito,longitud,latitud,turno,nturno,tipo,ntipo,nivel,nnivel,subnivel,nsubnivel,servicio,nservicio,control,ncontrol,subcontrol,nsubcontrol,sostenimiento,nsostenimiento
05PJN0061U,"UNIDAD EDUCATIVA FROEBEL","ALLENDE 325 SUR","","RAMOS ARIZPE",ESCOBEDO,"",25000,"","",0001,030,05,URBANO,-101.001874,25.419687,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0063S,"JARDÍN DE NIÑOS ARA","SALVADOR CREEL  505","",MARGARITAS,NOGALES,"",27130,"","",0001,035,05,URBANO,-103.446094,25.565527,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0065Q,"GUADALUPE VICTORIA","BOULEVARD HAROLD R. PAPE   1065","",GOBERNADOR,KENNEDY,"",25736,"","",0001,018,05,URBANO,-101.419199,26.925466,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0070B,"INSTITUTO HISPANOAMERICANO DE VILLA ACUÑA","PRIVADA AMADO NERVO 959","","FRANCISCO JAVIER MINA","NICOLAS BRAVO","",26260,"","",0001,002,05,URBANO,-100.926601,29.312457,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0071A,"COLEGIO AMÉRICA","ALLENDE NÚM. 410","",OCAMPO,RAYON,"",26200,"","",0001,002,05,URBANO,-100.935927,29.32151,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0075X,"COLEGIO AMERICANO DE ACUÑA","BOULEVARD ADOLFO LÓPEZ MATEOS 780","","VENUSTIANO CARRANZA","JUSTO SIERRA","",26215,"","",0001,002,05,URBANO,-100.939842,29.330242,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0083F,"ANTONIO PLANCARTE Y LABASTIDA","BOULEVARD PASEO DE LOS LEONES KILÓMETRO 1","","PRIVADA PLANCARTE","ROBERTO REDDLE","",26730,"","",0001,028,05,URBANO,-101.128833,27.864757,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0085D,"COLEGIO DE LA PAZ","AVENIDA ADOLFO LÓPEZ MATEOS","","AVENIDA MONTERREY","AVENIDA QUERÉTARO","",26860,"","",0014,032,05,URBANO,-101.216971,27.937102,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0095K,"COLEGIO INGLÉS","DIVISIÓN DEL NORTE 1915","","PASEO DEL TECNOLÓGICO","CALLE AMÉRICA","",27271,"","",0001,035,05,URBANO,-103.393961,25.516026,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0096J,"COLEGIO MONTESSORI TORREON","ALBACETE 4815","",BARCELONA,CADIZ,"",27260,"","",0001,035,05,URBANO,-103.398191,25.529598,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0100F,"AMBIENTE MONTESSORI","SALTILLO 400 824","","PASEO DE LOS CALVOS","PASEO DEL TECNOLÓGICO","",27250,"","",0001,035,05,URBANO,-103.406149,25.517722,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0106Z,"INSTITUTO EDUCATIVO INFANTIL ARCOIRIS DE AMOR","JUSTO SIERRA 275","",MADERO,GALEANA,"",26200,"","",0001,002,05,URBANO,-100.938627,29.323459,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0108Y,"COLEGIO LA PAZ","JUAN PABLOS 283 SUR","","JUÁREZ",MORELOS,"",27000,"","",0001,035,05,URBANO,-103.431094,25.538809,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0109X,"INSTITUTO GALILEO GALILEI","FRANCISCO DE URDIÑOLA 318","","OTILIO GONZÁLEZ","DE LA FUENTE","",25000,"","",0001,030,05,URBANO,-100.98783,25.413185,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0111L,"COLEGIO NUEVO HORIZONTE","RAMÓN CORONA 917","","EMILIO CARRANZA","OBREGÓN","",25230,"","",0001,030,05,URBANO,-100.983263,25.464191,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0116G,"COLEGIO MAESTRAS DE LA FUENTE","MOCTEZUMA 558","","L. GUTIÉRREZ","ILDEFONSO FUENTES","",25000,"","",0001,030,05,URBANO,-101.008615,25.419407,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0118E,"JOSÉ DE SAN MARTÍN","AVENIDA NADADORES 553","","SAN PEDRO",ARTEAGA,"",27054,"","",0001,035,05,URBANO,-103.365101,25.553186,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0119D,"INSTITUTO ABRAHAM LINCOLN","MANUEL ACUÑA 164","","GUADALUPE VICTORIA","MIGUEL RAMOS ARIZPE","",25000,"","",0001,030,05,URBANO,-101.004244,25.422032,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0122R,"CENTRO EDUCATIVO PESTALOZZI","PASEO DEL TECNOLÓGICO 251","",NAPOLES,PALERMO,"",27250,"","",0001,035,05,URBANO,-103.403855,25.520035,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0125O,"INSTITUTO DE LAS AMÉRICAS","AVENIDA JARDÍN 606","",JAZMIN,TABACHINES,"",26010,"","",0001,025,05,URBANO,-100.537759,28.703366,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0128L,"COLEGIO AMÉRICA","AVENIDA MATAMOROS 968 CENTRO","","GREGORIO A. GARCÍA","JUAN E. GARCÍA","",27000,"","",0001,035,05,URBANO,-103.437824,25.540143,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0129K,"INSTITUTO CUMBRES","AVENIDA FIDEL VILLARREAL","",FOVISTE,"DOÑA PURA","",26080,"","",0001,025,05,URBANO,-100.572838,28.686946,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0131Z,"SANTA ELENA","AVENIDA PRESIDENTE CARRANZA 2903 OTE","",VILLANUEVA,"HERÓICO COLEGIO MILITAR","",27000,"","",0001,035,05,URBANO,-103.417257,25.536281,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0134W,"NAZARIO SILVESTRE ORTIZ GARZA","ORTIZ GARZA 163 SUR","","AVENIDA INDEPENDENCIA","AVENIDA LIBERTAD","",27310,"","",0001,035,05,URBANO,-103.475951,25.532555,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0135V,"INSTITUTO LA CAÑADA","PASEO DE LAS PALMAS 3561","",PALMAS,BUGAMBILIAS,"",25080,"","",0001,030,05,URBANO,-101.014241,25.378665,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0138S,"COLEGIO CERVANTES DE TORREON","JUAN PABLOS 150 NORTE","",ABASOLO,ALLENDE,"",27000,"","",0001,035,05,URBANO,-103.431001,25.542614,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0139R,"INSTITUTO ABNER","LAGO DE YURIRIA 69","","LAGUNA DE LA PAZ","","",25045,"","",0001,030,05,URBANO,-101.002241,25.418203,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0143D,"MARTÍN LUTHER KING","PORFIRIO DÍAZ 1622","","MARIANO SALAS","VALENTÍN CANALIZO","",25170,"","",0001,030,05,URBANO,-101.032659,25.411388,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0148Z,"INSTITUTO CUMBRES","SANTA TERESA DE JESÚS S/N",SN,"BOULEVARD DE LOS GRANDES PINTORES","FRANCISCO DE  LA TORRE","",27230,"","",0001,035,05,URBANO,-103.401897,25.577305,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0149Y,"CENTRO PREESCOLAR AMÉRICA","OAXACA  1001","",VALLARTA,MANZANILLO,"",25750,"","",0001,018,05,URBANO,-101.437966,26.917016,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0151M,ABACO,"PASEO JACARANDAS 76","","SALVADOR CREEL",JILGUEROS,"",27130,"","",0001,035,05,URBANO,-103.444472,25.566383,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0156H,"COLEGIO ERIK ERIKSON","CERRADA SAN IGNACIO 407","","CALZADA DEL APOSTOL","DEL ÁNGEL","",27290,"","",0001,035,05,URBANO,-103.417675,25.517042,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0159E,"INSTITUTO CUMBRES Y ALPES SALTILLO","BOGOTA 1","","INSTITUTO CUMBRES","LAZARO CARDENAS","",25270,"","",0001,030,05,URBANO,-100.975756,25.448472,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0160U,"COLEGIO INGLÉS","CALLE 20 985","","BOULEVARD LOURDES","CALLE 13","",25080,"","",0001,030,05,URBANO,-101.002821,25.389621,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0162S,"COLEGIO CONTINENTAL DE SALTILLO","MATAMOROS 585 NORTE","","MANUEL PÉREZ TREVIÑO","JACOBO M. AGUIRRE","",25000,"","",0001,030,05,URBANO,-100.992621,25.422039,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0164Q,"JOSÉ VASCONCELOS","RÍO GUADALQUIVIR 640","","RIO GRIJALVA",PAPALOAPAN,"",27010,"","",0001,035,05,URBANO,-103.426879,25.564063,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0166O,"COLEGIO BILINGÜE PATRIA","CALZADA SALVADOR CREEL 186-A","","CALZADA ALAMOS","PASEO JACARANDAS","",27160,"","",0001,035,05,URBANO,-103.445455,25.5652,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0168M,"CARLOS PELLICER","PASEO DE LA SOLEDAD 580","","PASEO DEL ATARDECER","PASEO DE LOS CLAVOS","",27250,"","",0001,035,05,URBANO,-103.400205,25.514661,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0169L,"JUAN DE LA BARRERA","AVENIDA ARTES GRAFICAS 735 ORIENTE","","FRANCISCO I. MADERO","EUGENIO AGUIRRE BENAVIDES","",27000,"","",0001,035,05,URBANO,-103.440034,25.551763,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0175W,"COLEGIO LATINOAMERICANO","SIERRA DE GODOR 612","","SIERRA DE MINAS","SIERRA DE CALABAZAS","",27084,"","",0001,035,05,URBANO,-103.356515,25.538563,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0177U,"COLEGIO SALTILLENSE","BOULEVARD EULALIO GUTIÉRREZ 4120","","","","",25297,"","",0001,030,05,URBANO,-100.958257,25.444981,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0178T,"COLEGIO LA VILLITA","SALVADOR GONZÁLEZ LOBO 356","","","","",25280,"","",0001,030,05,URBANO,-100.996986,25.436716,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0179S,"COLEGIO ALEMAN","MAR 675","","PASEO DE LA SOLEDAD",VENECIA,"",27268,"","",0001,035,05,URBANO,-103.397211,25.525433,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0181G,"COLEGIO CONSUELO GONZÁLEZ DE VILLARREAL","CALLE EDUCACIÓN S/N, EJIDO LA UNIÓN",SN,"AV. GUADALUPANA","FORMACIÓN","",27420,"","",0001,035,05,URBANO,-103.415103,25.600577,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0182F,"JUAN ENRIQUE PESTALOZZI","ECUADOR 1253","",BRASIL,PANAMA,"",27275,"","",0001,035,05,URBANO,-103.345233,25.523177,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0183E,"JUAN BOSCO","ZULUAGA 453","","ADELA ATYALA","MONDRAGÓN","",27140,"","",0001,035,05,URBANO,-103.441528,25.557547,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0187A,"INSTITUTO BILINGÜE SAN LORENZO","MOCTEZUMA 1150","","SAN LORENZO",ZAPATEROS,"",25000,"","",0001,030,05,URBANO,-101.013816,25.411171,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0189Z,"COLEGIO JOSÉ MARTI","AVENIDA TORRE BLANCA 5721","","BOULEVARD FRANCISCO SARABIA","CALLE TORRE DE CRISTAL","",27085,"","",0001,035,05,URBANO,-103.384726,25.536839,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0193L,"COLEGIO ALBATROS DE SALTILLO","PROLONGACIÓN EL OLMO 195","","EL SABINO","CARRETERA MONTERREY-SALTILLO","",25255,"","",0001,030,05,URBANO,-100.962003,25.489916,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0198G,"INSTITUTO PARAISO","ALLENDE NORTE 1104","","PRESIDENTE CARDENAS","SECUNDINO SILLER","",25000,"","",0001,030,05,URBANO,-100.996422,25.430753,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0202C,"COLEGIO NIÑOS HÉROES","AVENIDA HIDALGO 3015 ORIENTE","","IGNACIO BARRÓN","HERÓICO COLEGIO MILITAR","",27060,"","",0001,035,05,URBANO,-103.416007,25.537243,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0203B,"COLEGIO SAN BUENAVENTURA","AVENIDA 5 DE MAYO 1179 PONIENTE","","RODRÍGUEZ",CEPEDA,"",27070,"","",0001,035,05,URBANO,-103.462299,25.544334,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0205Z,LATINO,"PRIVADA PEDRO MORENO  795 NORTE","","PEDRO MORENO","AQUILES SERDÁN","",27160,"","",0001,035,05,URBANO,-103.462542,25.547989,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0206Z,"CENTRO PREESCOLAR BILINGÜE","AVENIDA MATAMOROS 621","","FRANCISCO I. MADERO",COMONFORT,"",27000,"","",0001,035,05,URBANO,-103.441863,25.540334,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0207Y,"LICEO MEXICANO AMERICANO","NORIA 64","","DIVISIÓN DEL NORTE","JOSÉ VASCONCELOS","",27276,"","",0001,035,05,URBANO,-103.395764,25.521579,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0208X,"INSTITUTO DA VINCI","AVENIDA MATAMOROS 3124","","CALZADA JUANBELZ","COLEGIO MILITAR","",27060,"","",0001,035,05,URBANO,-103.414967,25.540041,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0209W,"MONTES CLAROS","AVENIDA MADRID 1925","",CARACAS,LIMA,"",27100,"","",0001,035,05,URBANO,-103.42258,25.573011,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0211K,"CENTRO EDUCACIÓN PREESCOLAR DE LA LAGUNA","RETORNO DE LOS NARANJOS 128","","VALDÉS LLANO","RINCÓN DE LA HIGUERA","",27130,"","",0001,035,05,URBANO,-103.448486,25.557876,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0212J,"LICEO MICHAEL FARADAY","MOCTEZUMA 212","","AVILA CAMACHO",CUAUTITLAN,"",27060,"","",0001,035,05,URBANO,-103.406195,25.557514,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0215G,"HENRY DUNANT","PASEO CERRO DE LAS CALABAZAS 2121","","SIERRA DEL SARNOSO","SIERRA DE BANDERAS","",27054,"","",0001,035,05,URBANO,-103.354427,25.55636,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0220S,"COLEGIO DE LAS AMÉRICAS DE TORREON","AMÉRICA 161","","CALZADA DIVISIÓN DEL NORTE","BOULEVARD RODRÍGUEZ TRIANA","",27271,"","",0001,035,05,URBANO,-103.392964,25.515549,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0221R,"INSTITUTO MANO AMIGA DE TORREON","AVENIDA UNIVERSIDAD SN",SN,"DE LOS VAGONES","DEL BOSQUE","",27276,"","",0001,035,05,URBANO,-103.390175,25.509719,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0222Q,"JUAN ESCUTIA","AVENIDA CIPRESES 550","",EGLANTINAS,CLAVELES,"",27240,"","",0001,035,05,URBANO,-103.430296,25.526934,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0224O,"COLEGIO MASHDEL","TORRE DE BELEM NÚM. 5401","","BOULEVARD DE LAS TORRES","ESQUINA TORRE DE BELEM","",27085,"","",0001,035,05,URBANO,-103.388531,25.540126,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0226M,"RUBÉN DARIO","AVENIDA URUGUAY 1194","","RODRÍGUEZ",CEPEDA,"",27000,"","",0001,035,05,URBANO,-103.462672,25.54385,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0227L,"COLEGIO LUDWIG VAN BEETHOVEN","CIPRESES 739","",LIRIOS,HELIOTROPOS,"",27240,"","",0001,035,05,URBANO,-103.428082,25.525865,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0231Y,"ESTELA GIL DE CASTRO","CORTINAS 126 NORTE","","CUAUHTÉMOC","5 DE MAYO","",27440,"","",0001,017,05,URBANO,-103.22573,25.530414,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0232X,"INSTITUTO MEXICANO NORTEAMERICANO DE RELACIONES CULTURALES DE SALTILLO","PRESIDENTE CARDENAS 840","",PURCELL,"EMILIO CARRANZA","",25000,"","",0001,030,05,URBANO,-101.002752,25.433836,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0233W,"ESTEFANIA CASTAÑEDA","AVENIDA ADOLFO AYMES 101","","FRANCISCO DINGLER",SERTOMA,"",27140,"","",0001,035,05,URBANO,-103.445962,25.556923,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0236T,"LEON TOLSTOI","CALZADA ROVIROSA WADE 367","","ÁREA VERDE","FRANCISCO SARABIA","",27058,"","",0001,035,05,URBANO,-103.39314,25.54707,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
05PJN0237S,"LICEO HISPANOAMERICANO","CHIAPAS 348","",CUATROCIENEGAS,CANDELA,"",25280,"","",0001,030,05,URBANO,-100.996509,25.439078,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,001,"PREESCOLAR GENERAL",11,"PREESCOLAR GENERAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
